epoch,train_loss,val_window_mae_kwh,grad_norm,l_window,w_window,val_mae_soc_event_0.1,val_mae_soc_event_0.2,val_mae_soc_event_0.5,val_mae_time_60s,val_mae_time_120s,val_mae_time_300s,val_mae_time_600s,val_mae_full_trip
0.0,0.2541233321221975,0.328067394439131,5.217654869601243,0.2541233321221975,0.2541233321221975,0.0336737334728241,0.034473419189453125,0.03908228501677513,0.02967444807291031,0.060748279094696045,0.14879252016544342,0.2974143624305725,1.9806801080703735
1.0,0.154619734447736,0.1780465031042695,5.719194544907954,0.154619734447736,0.154619734447736,0.024971306324005127,0.025605373084545135,0.028538137674331665,0.02241268754005432,0.043193936347961426,0.09807518124580383,0.17701350152492523,1.0045619010925293
2.0,0.1452835391347225,0.3820829098112881,5.765086578132322,0.1452835391347225,0.1452835391347225,0.035873930901288986,0.03684539720416069,0.041886359453201294,0.03270084038376808,0.06660740822553635,0.16741223633289337,0.3417244255542755,2.3336126804351807
3.0,0.15263460060724846,0.27346295956522226,4.888644914691628,0.15263460060724846,0.15263460060724846,0.027448687702417374,0.028183599933981895,0.032007161527872086,0.02445959858596325,0.04870876297354698,0.12020057439804077,0.2425578087568283,1.6641374826431274
4.0,0.10120689897583081,0.09543348429724574,5.050210030071353,0.10120689897583081,0.10120689897583081,0.02196408063173294,0.02253558486700058,0.024921422824263573,0.020435327664017677,0.03697866573929787,0.0827377513051033,0.15577645599842072,0.3981185853481293
5.0,0.1461425982415676,0.2601933842524886,5.661337709641126,0.1461425982415676,0.1461425982415676,0.026190228760242462,0.026872390881180763,0.030624400824308395,0.023716481402516365,0.04691971093416214,0.11338001489639282,0.22890913486480713,1.5849347114562988
6.0,0.10841126338793682,0.14826885447837412,4.65827796806122,0.10841126338793682,0.10841126338793682,0.020662298426032066,0.02089502289891243,0.02358042448759079,0.01889587566256523,0.03382766619324684,0.07732579112052917,0.1567571759223938,0.8342065811157227
7.0,0.08423277105276401,0.0677177447360009,4.784068618627939,0.08423277105276401,0.08423277105276401,0.01914450153708458,0.019601408392190933,0.02128465287387371,0.01780114322900772,0.030869126319885254,0.0669175237417221,0.1342354267835617,0.23188817501068115
8.0,0.09580417321278499,0.2394482744857669,4.911936785072079,0.09580417321278499,0.09580417321278499,0.02448408491909504,0.02496405877172947,0.028666280210018158,0.02214444801211357,0.04333939403295517,0.10517749190330505,0.21445326507091522,1.4523571729660034
9.0,0.12248498831803982,0.17302316380664706,4.69064101223939,0.12248498831803982,0.12248498831803982,0.02080785296857357,0.021082129329442978,0.023879872635006905,0.019176919013261795,0.034433264285326004,0.07899510860443115,0.16016097366809845,1.0256491899490356
10.0,0.06597946297663909,0.05851261434145272,4.312711848983545,0.06597946297663909,0.06597946297663909,0.01710640825331211,0.01751999370753765,0.0190240740776062,0.016031019389629364,0.02598925121128559,0.056076548993587494,0.1111939549446106,0.20515966415405273
11.0,0.07378199581916516,0.11561401630751789,4.496573241519867,0.07378199581916516,0.07378199581916516,0.017476677894592285,0.01780673861503601,0.019934531301259995,0.016147881746292114,0.02724185399711132,0.06113098934292793,0.12236376851797104,0.6428096890449524
12.0,0.07262980823333447,0.12686691363342106,4.197070303768883,0.07262980823333447,0.07262980823333447,0.02235276997089386,0.022461649030447006,0.024155599996447563,0.02076134830713272,0.03589794039726257,0.08262424916028976,0.1596834659576416,0.6469982862472534
13.0,0.13461028755857393,0.2118593924678862,5.139429009276918,0.13461028755857393,0.13461028755857393,0.02226639911532402,0.022688258439302444,0.026042139157652855,0.02025228552520275,0.03853149712085724,0.09291473031044006,0.18888074159622192,1.2832990884780884
14.0,0.09238635662656564,0.11133300978690386,4.300765580432499,0.09238635662656564,0.09238635662656564,0.019382784143090248,0.01969141513109207,0.022040627896785736,0.01808699034154415,0.031085945665836334,0.06929337978363037,0.13697373867034912,0.5741091966629028
15.0,0.06758747722666997,0.1378186431247741,4.412696257095357,0.06758747722666997,0.06758747722666997,0.018153049051761627,0.01856573112308979,0.021043533459305763,0.016643736511468887,0.028713377192616463,0.0671679675579071,0.13602308928966522,0.7962386608123779
16.0,0.0957135773048951,0.08430520282126963,4.41211038952571,0.0957135773048951,0.0957135773048951,0.0198458693921566,0.0200020894408226,0.02161928452551365,0.01843886636197567,0.03067929856479168,0.06859250366687775,0.135978564620018,0.3592851459980011
17.0,0.0825333999326596,0.21420727972872555,4.41273222910204,0.0825333999326596,0.0825333999326596,0.022162096574902534,0.02261943556368351,0.02587541937828064,0.02041282318532467,0.03816371411085129,0.09216085076332092,0.1893826574087143,1.3028812408447266
18.0,0.10398952949505585,0.09807487484067678,4.244953064640082,0.10398952949505585,0.10398952949505585,0.017855346202850342,0.01817811094224453,0.020229971036314964,0.016639817506074905,0.027339275926351547,0.06023625656962395,0.11935131251811981,0.5047689080238342
19.0,0.06509976031688544,0.2115902246441692,4.156865078893576,0.06509976031688544,0.06509976031688544,0.02231387421488762,0.022869152948260307,0.026106225326657295,0.021026572212576866,0.03866289183497429,0.09273359179496765,0.18900296092033386,1.2800065279006958
20.0,0.07205743228013699,0.06276918156072497,3.938461135620827,0.07205743228013699,0.07205743228013699,0.017017992213368416,0.017114980146288872,0.018841981887817383,0.015872854739427567,0.02465076372027397,0.05384409800171852,0.10324475914239883,0.2515660226345062
21.0,0.06894919247581409,0.11170901404693723,4.122180749663673,0.06894919247581409,0.06894919247581409,0.01801803894340992,0.01824372634291649,0.020375985652208328,0.016777968034148216,0.027446530759334564,0.06070544198155403,0.12087744474411011,0.6112269759178162
22.0,0.05933203318944344,0.13792068511247635,3.8107740471321687,0.05933203318944344,0.05933203318944344,0.019453957676887512,0.019701572135090828,0.02203434705734253,0.018327316269278526,0.030278123915195465,0.06725895404815674,0.1372542530298233,0.7890569567680359
23.0,0.0773259183535209,0.15117647242732346,4.28160909776031,0.0773259183535209,0.0773259183535209,0.018698303028941154,0.019040213897824287,0.021482151001691818,0.017338702455163002,0.02967815473675728,0.06920617818832397,0.1426321119070053,0.8913359642028809
