epoch,train_loss,val_window_mae_kwh,grad_norm,w_state,dynamics_residual_rmse,w_boundary,l_dynamics,loss,w_window,dynamics_residual_mae,w_prior,l_window,w_dynamics,l_prior,l_boundary,l_state,val_mae_full_trip
0.0,2.6734109016565175,0.5413298010826111,4.964135254686879,1.968743830460769,0.019007478482448138,0.0,0.0003817247063405095,2.6734109016565175,0.7041493608401372,0.014583833873845063,0.0001359985500340162,0.7041493608401372,0.0003817247063405095,0.0013599855003401619,0.0,19.687438304607685,0.5413298010826111
1.0,2.2555539332903347,0.4104996919631958,6.410774725505702,1.950918454390306,0.023258749323968705,0.0,0.0005801552089486414,2.2555539332903347,0.3012871745114143,0.018074918180130996,0.002768130029121844,0.3012871745114143,0.0005801552089486414,0.027681300291218437,0.0,19.509184543903057,0.4104996919631958
2.0,2.3071120977401733,0.23953871428966522,7.736954337253062,1.8978423191950875,0.04355210595979141,0.0,0.002107062936724665,2.3071120977401733,0.401796297958264,0.02538111204138169,0.005366390341749558,0.401796297958264,0.002107062936724665,0.05366390341749558,0.0,18.97842319195087,0.23953871428966522
3.0,2.036568889251122,0.33833345770835876,6.845990781088696,1.7710740492894101,0.11544388876511501,0.0,0.014270691989132991,2.036568889251122,0.24750349348267683,0.04950056311029654,0.0037206246875799622,0.24750349348267683,0.014270691989132991,0.03720624687579962,0.0,17.7107404928941,0.33833345770835876
4.0,1.8934780955314636,0.3361281156539917,6.830389696260313,1.6161585477682263,0.23308313007538134,0.0,0.055302488116117626,1.8934780955314636,0.2183722575696615,0.09222375286313203,0.0036447608700165388,0.2183722575696615,0.055302488116117626,0.03644760870016538,0.0,16.16158547768226,0.3361281156539917
5.0,1.7891752123832703,0.30379852652549744,6.699556329210338,1.5129731361682597,0.2960891689245517,0.0,0.09134889508669193,1.7891752123832703,0.18075598683208227,0.11818330792280343,0.004097184911370278,0.18075598683208227,0.09134889508669193,0.040971849113702774,0.0,15.129731361682598,0.30379852652549744
6.0,1.7745454815717845,0.2733663022518158,7.004503988416624,1.4560864815345178,0.29678942263126373,0.0,0.09182384868080799,1.7745454815717845,0.22215792579719654,0.11982527317909095,0.004477202304853843,0.22215792579719654,0.09182384868080799,0.04477202304853843,0.0,14.560864815345177,0.2733663022518158
7.0,1.7049182103230403,0.13785994052886963,7.0625869941587105,1.418295614535992,0.28559608184374297,0.0,0.08466561740407577,1.7049182103230403,0.1974439974874258,0.11787575196761352,0.004512967054660504,0.1974439974874258,0.08466561740407577,0.045129670546605036,0.0,14.18295614535992,0.13785994052886963
8.0,1.6530183507845952,0.21868114173412323,7.099792588794876,1.3790561125828673,0.28636183647009045,0.0,0.08392632351471828,1.6530183507845952,0.1859569436369034,0.11679307772563054,0.004078940409593858,0.1859569436369034,0.08392632351471828,0.04078940409593857,0.0,13.79056112582867,0.21868114173412323
9.0,1.6041170358657837,0.07015931606292725,7.240137441732429,1.3382651989276593,0.2778741190066704,0.0,0.07912120595574379,1.6041170358657837,0.182125427831824,0.11130550217169982,0.004605176486074924,0.182125427831824,0.07912120595574379,0.046051764860749245,0.0,13.382651989276592,0.07015931606292725
10.0,1.611122741149022,0.4975385367870331,7.5729853206219255,1.3095753963177021,0.2743607255128714,0.0,0.07674293621228291,1.611122741149022,0.2199380277441098,0.10815404240901653,0.004866351717366623,0.2199380277441098,0.07674293621228291,0.048663517173666224,0.0,13.095753963177021,0.4975385367870331
11.0,1.552375853061676,0.1442199945449829,7.331688210736521,1.2695470479818491,0.2772372915194585,0.0,0.07865626450914603,1.552375853061676,0.19948180535664925,0.10744472765005551,0.004690738086803602,0.19948180535664925,0.07865626450914603,0.04690738086803602,0.0,12.695470479818491,0.1442199945449829
12.0,1.4961767013256366,0.3726517856121063,7.454657529416784,1.2384241250845103,0.2777416121501189,0.0,0.07923328274717698,1.4961767013256366,0.1741337222405351,0.10472954465792729,0.0043855513947514396,0.1741337222405351,0.07923328274717698,0.043855513947514385,0.0,12.384241250845102,0.3726517856121063
13.0,1.4798048001069288,0.28146088123321533,7.2449331573532225,1.2070705560537482,0.27050238389235276,0.0,0.07533010467886925,1.4798048001069288,0.19127280465685403,0.10339669711314715,0.006131289670100579,0.19127280465685403,0.07533010467886925,0.06131289670100579,0.0,12.070705560537485,0.28146088123321533
14.0,1.5321397231175349,0.34713640809059143,7.693330921709905,1.1723941729618954,0.27275203283016497,0.0,0.07657276179928046,1.5321397231175349,0.2762215312283773,0.10109393585186738,0.006951215404730578,0.2762215312283773,0.07657276179928046,0.06951215404730576,0.0,11.723941729618954,0.34713640809059143
